Timestamp,PT1,PT2,LC,LC_VOLT,Packet Delimiter
1623258,513.45,530.52,-0.40,0.00,-42069
1623288,513.45,531.73,-0.40,0.00,-42069
1623349,513.45,530.52,-0.40,0.00,-42069
1623441,512.23,530.52,-0.40,0.00,-42069
1623502,512.23,530.52,-0.40,0.00,-42069
1623533,512.23,530.52,-0.40,0.00,-42069
1623564,512.23,530.52,-0.40,0.00,-42069
1623595,509.81,531.73,-0.40,0.00,-42069
1623624,512.23,530.52,-0.40,0.00,-42069
1623716,512.23,530.52,-0.40,0.00,-42069
1623778,513.45,530.52,-0.40,0.00,-42069
1623809,513.45,530.52,-0.40,0.00,-42069
1623839,513.45,530.52,-0.40,0.00,-42069
1623869,513.45,530.52,-0.40,0.00,-42069
1623900,513.45,530.52,-0.40,0.00,-42069
1623992,513.45,530.52,-0.40,0.00,-42069
1624053,513.45,530.52,-0.40,0.00,-42069
1624084,509.81,531.73,-0.40,0.00,-42069
1624114,513.45,530.52,-0.40,0.00,-42069
1624144,513.45,530.52,-0.40,0.00,-42069
1624175,512.23,531.73,-0.40,0.00,-42069
1624267,513.45,531.73,-0.40,0.00,-42069
1624329,514.66,531.73,-0.40,0.00,-42069
1624358,512.23,531.73,-0.40,0.00,-42069
1624420,513.45,530.52,-0.40,0.00,-42069
1624451,512.23,530.52,-0.40,0.00,-42069
1624543,513.45,530.52,-0.40,0.00,-42069
1624634,513.45,531.73,-0.40,0.00,-42069
1624665,513.45,531.73,-0.40,0.00,-42069
1624695,513.45,530.52,-0.40,0.00,-42069
1624757,511.02,531.73,-0.40,0.00,-42069
1624787,513.45,531.73,-0.40,0.00,-42069
1624879,513.45,530.52,-0.40,0.00,-42069
1624971,513.45,531.73,-0.40,0.00,-42069
1625001,511.02,531.73,-0.40,0.00,-42069
1625032,514.66,531.73,-0.40,0.00,-42069
1625094,513.45,530.52,-0.40,0.00,-42069
1625123,513.45,530.52,-0.40,0.00,-42069
1625308,513.45,530.52,-0.40,0.00,-42069
1625338,513.45,531.73,-0.40,0.00,-42069
1625368,509.81,531.73,-0.40,0.00,-42069
1625399,514.66,531.73,-0.40,0.00,-42069
1625491,509.81,531.73,-0.40,0.00,-42069
1625552,512.23,531.73,-0.40,0.00,-42069
1625583,513.45,530.52,-0.40,0.00,-42069
1625613,513.45,531.73,-0.40,0.00,-42069
1625644,512.23,531.73,-0.40,0.00,-42069
1625674,513.45,530.52,-0.40,0.00,-42069
1625766,514.66,530.52,-0.40,0.00,-42069
1625828,513.45,531.73,-0.40,0.00,-42069
1625859,513.45,531.73,-0.40,0.00,-42069
1625888,513.45,530.52,-0.40,0.00,-42069
1625919,513.45,530.52,-0.40,0.00,-42069
1625950,513.45,530.52,-0.40,0.00,-42069
1626103,512.23,530.52,-0.40,0.00,-42069
1626133,512.23,531.73,-0.40,0.00,-42069
1626164,512.23,531.73,-0.40,0.00,-42069
1626194,513.45,530.52,-0.40,0.00,-42069
1626225,513.45,531.73,-0.40,0.00,-42069
1626317,514.66,530.52,-0.40,0.00,-42069
1626378,514.66,531.73,-0.40,0.00,-42069
1626408,513.45,529.31,-0.40,0.00,-42069
1626439,514.66,530.52,-0.40,0.00,-42069
1626470,513.45,531.73,-0.40,0.00,-42069
1626501,514.66,529.31,-0.40,0.00,-42069
1626653,514.66,531.73,-0.40,0.00,-42069
1626684,514.66,530.52,-0.40,0.00,-42069
1626715,513.45,531.73,-0.40,0.00,-42069
1626745,512.23,531.73,-0.40,0.00,-42069
1626776,514.66,531.73,-0.40,0.00,-42069
1626990,514.66,531.73,-0.40,0.00,-42069
1627021,514.66,531.73,-0.40,0.00,-42069
1627052,514.66,530.52,-0.40,0.00,-42069
1627082,513.45,531.73,-0.40,0.00,-42069
1627173,514.66,531.73,-0.40,0.00,-42069
1627204,514.66,530.52,-0.40,0.00,-42069
1627235,514.66,530.52,-0.40,0.00,-42069
1627266,514.66,530.52,-0.40,0.00,-42069
1627358,514.66,532.95,-0.40,0.00,-42069
1627449,514.66,530.52,-0.40,0.00,-42069
1627510,514.66,530.52,-0.40,0.00,-42069
1627541,514.66,530.52,-0.40,0.00,-42069
1627572,512.23,531.73,-0.40,0.00,-42069
1627602,514.66,531.73,-0.40,0.00,-42069
1627694,513.45,529.31,-0.40,0.00,-42069
1627755,513.45,531.73,-0.40,0.00,-42069
1627786,514.66,529.31,-0.40,0.00,-42069
1627816,514.66,531.73,-0.40,0.00,-42069
1627847,514.66,531.73,-0.40,0.00,-42069
1627878,514.66,531.73,-0.40,0.00,-42069
1627969,514.66,530.52,-0.40,0.00,-42069
1628030,514.66,531.73,-0.40,0.00,-42069
1628061,513.45,528.10,-0.40,0.00,-42069
1628092,514.66,530.52,-0.40,0.00,-42069
1628123,514.66,531.73,-0.40,0.00,-42069
1628152,513.45,531.73,-0.40,0.00,-42069
1628244,513.45,530.52,-0.40,0.00,-42069
1628306,514.66,531.73,-0.40,0.00,-42069
1628367,513.45,531.73,-0.40,0.00,-42069
1628397,514.66,530.52,-0.40,0.00,-42069
1628428,514.66,531.73,-0.40,0.00,-42069
1628520,511.02,531.73,-0.40,0.00,-42069
1628581,514.66,530.52,-0.40,0.00,-42069
1628612,511.02,531.73,-0.40,0.00,-42069
1628673,513.45,531.73,-0.40,0.00,-42069
1628703,513.45,530.52,-0.40,0.00,-42069
1628795,513.45,531.73,-0.40,0.00,-42069
1628857,514.66,531.73,-0.40,0.00,-42069
1628917,514.66,531.73,-0.40,0.00,-42069
1628948,514.66,531.73,-0.40,0.00,-42069
1628979,513.45,531.73,-0.40,0.00,-42069
1629071,514.66,531.73,-0.40,0.00,-42069
1629132,513.45,531.73,-0.40,0.00,-42069
1629162,514.66,531.73,-0.40,0.00,-42069
1629223,513.45,528.10,-0.40,0.00,-42069
1629254,514.66,531.73,-0.40,0.00,-42069
1629346,514.66,531.73,-0.40,0.00,-42069
1629437,514.66,530.52,-0.40,0.00,-42069
1629468,514.66,531.73,-0.40,0.00,-42069
1629499,514.66,530.52,-0.40,0.00,-42069
1629530,514.66,531.73,-0.40,0.00,-42069
1629560,511.02,531.73,-0.40,0.00,-42069
1629591,514.66,531.73,-0.40,0.00,-42069
1629682,514.66,530.52,-0.40,0.00,-42069
1629744,514.66,531.73,-0.40,0.00,-42069
1629774,514.66,531.73,-0.40,0.00,-42069
1629805,514.66,531.73,-0.40,0.00,-42069
1629836,509.81,531.73,-0.40,0.00,-42069
1629867,514.66,531.73,-0.40,0.00,-42069
1629958,514.66,531.73,-0.40,0.00,-42069
1630019,514.66,531.73,-0.40,0.00,-42069
1630050,514.66,528.10,-0.40,0.00,-42069
1630081,514.66,530.52,-0.40,0.00,-42069
1630111,514.66,532.95,-0.40,0.00,-42069
1630141,514.66,531.73,-0.40,0.00,-42069
1630233,514.66,531.73,-0.40,0.00,-42069
1630295,515.88,531.73,-0.40,0.00,-42069
1630325,515.88,532.95,-0.40,0.00,-42069
1630356,511.02,531.73,-0.40,0.00,-42069
1630387,517.09,531.73,-0.40,0.00,-42069
1630416,514.66,531.73,-0.40,0.00,-42069
1630509,515.88,531.73,-0.40,0.00,-42069
1630570,515.88,531.73,-0.40,0.00,-42069
1630601,517.09,530.52,-0.40,0.00,-42069
1630631,518.30,532.95,-0.40,0.00,-42069
1630661,518.30,535.37,-0.40,0.00,-42069
1630692,519.52,535.37,-0.40,0.00,-42069
1630784,520.73,534.16,-0.40,0.00,-42069
1630845,521.95,539.00,-0.40,0.00,-42069
1630876,523.16,539.00,-0.40,0.00,-42069
1630937,519.52,540.21,-0.40,0.00,-42069
1630967,524.38,540.21,-0.40,0.00,-42069
1631059,526.80,541.42,-0.40,0.00,-42069
1631151,528.02,542.63,-0.40,0.00,-42069
1631181,528.02,539.00,-0.40,0.00,-42069
1631212,529.23,542.63,-0.40,0.00,-42069
1631335,531.66,543.84,-0.40,0.00,-42069
1631395,532.87,546.26,-0.40,0.00,-42069
1631426,532.87,547.47,-0.40,0.00,-42069
1631488,534.09,543.84,-0.40,0.00,-42069
1631518,535.30,548.69,-0.40,0.00,-42069
1631610,536.52,548.69,-0.40,0.00,-42069
1631702,538.94,551.11,-0.40,0.00,-42069
1631732,538.94,551.11,-0.40,0.00,-42069
1631763,541.37,552.32,-0.40,0.00,-42069
1631886,541.37,553.53,-0.40,0.00,-42069
1631977,543.80,553.53,-0.40,0.00,-42069
1632008,543.80,554.74,-0.40,0.00,-42069
1632038,545.02,555.95,-0.40,0.00,-42069
1632069,543.80,557.16,-0.40,0.00,-42069
1632100,545.02,557.16,-0.40,0.00,-42069
1632131,545.02,558.37,-0.40,0.00,-42069
1632222,548.66,559.58,-0.40,0.00,-42069
1632283,547.44,560.79,-0.40,0.00,-42069
1632314,552.30,560.79,-0.40,0.00,-42069
1632375,553.51,562.00,-0.40,0.00,-42069
1632405,554.73,562.00,-0.40,0.00,-42069
1632497,555.94,563.21,-0.40,0.00,-42069
1632559,557.16,564.43,-0.40,0.00,-42069
1632589,557.16,565.64,-0.40,0.00,-42069
1632620,558.37,565.64,-0.40,0.00,-42069
1632651,559.58,566.85,-0.40,0.00,-42069
1632680,559.58,566.85,-0.40,0.00,-42069
1632773,562.01,569.27,-0.40,0.00,-42069
1632834,563.23,566.85,-0.40,0.00,-42069
1632896,564.44,570.48,-0.40,0.00,-42069
1632925,565.66,571.69,-0.40,0.00,-42069
1632956,566.87,572.90,-0.40,0.00,-42069
1633048,569.30,574.11,-0.40,0.00,-42069
1633110,569.30,575.32,-0.40,0.00,-42069
1633140,570.51,576.53,-0.40,0.00,-42069
1633170,571.73,576.53,-0.40,0.00,-42069
1633201,572.94,577.74,-0.40,0.00,-42069
1633231,571.73,575.32,-0.40,0.00,-42069
1633324,574.15,580.16,-0.40,0.00,-42069
1633385,576.58,581.38,-0.40,0.00,-42069
1633415,576.58,581.38,-0.40,0.00,-42069
1633445,577.80,582.59,-0.40,0.00,-42069
1633476,577.80,581.38,-0.40,0.00,-42069
1633507,579.01,583.80,-0.40,0.00,-42069
1633599,580.23,585.01,-0.40,0.00,-42069
1633659,582.65,587.43,-0.40,0.00,-42069
1633690,583.87,587.43,-0.40,0.00,-42069
1633752,585.08,588.64,-0.40,0.00,-42069
1633782,585.08,587.43,-0.40,0.00,-42069
1633874,587.51,591.06,-0.40,0.00,-42069
1633966,589.94,592.27,-0.40,0.00,-42069
1633996,589.94,592.27,-0.40,0.00,-42069
1634058,591.15,594.69,-0.40,0.00,-42069
1634150,593.58,593.48,-0.40,0.00,-42069
1634241,594.79,598.33,-0.40,0.00,-42069
1634272,596.01,597.12,-0.40,0.00,-42069
1634333,597.22,599.54,-0.40,0.00,-42069
1634364,598.44,599.54,-0.40,0.00,-42069
1634395,598.44,600.75,-0.40,0.00,-42069
1634486,597.22,601.96,-0.40,0.00,-42069
1634578,602.08,603.17,-0.40,0.00,-42069
1634609,600.87,604.38,-0.40,0.00,-42069
1634669,603.29,605.59,-0.40,0.00,-42069
1634700,604.51,606.80,-0.40,0.00,-42069
1634731,605.72,605.59,-0.40,0.00,-42069
1634823,608.15,608.01,-0.40,0.00,-42069
1634884,608.15,609.22,-0.40,0.00,-42069
1634914,609.36,609.22,-0.40,0.00,-42069
1634975,610.58,610.43,-0.40,0.00,-42069
1635006,608.15,612.86,-0.40,0.00,-42069
1635098,611.79,612.86,-0.40,0.00,-42069
1635160,611.79,615.28,-0.40,0.00,-42069
1635189,614.22,614.07,-0.40,0.00,-42069
1635220,614.22,615.28,-0.40,0.00,-42069
1635251,615.43,616.49,-0.40,0.00,-42069
1635281,613.01,616.49,-0.40,0.00,-42069
1635374,615.43,618.91,-0.40,0.00,-42069
1635434,617.86,617.70,-0.40,0.00,-42069
1635465,619.08,616.49,-0.40,0.00,-42069
1635495,619.08,617.70,-0.40,0.00,-42069
1635557,620.29,620.12,-0.40,0.00,-42069
1635649,621.51,622.54,-0.40,0.00,-42069
1635740,622.72,622.54,-0.40,0.00,-42069
1635771,623.93,623.75,-0.40,0.00,-42069
1635802,623.93,623.75,-0.40,0.00,-42069
1635832,623.93,622.54,-0.40,0.00,-42069
1635923,626.36,624.96,-0.40,0.00,-42069
1635985,627.58,627.38,-0.40,0.00,-42069
1636016,626.36,627.38,-0.40,0.00,-42069
1636046,627.58,627.38,-0.40,0.00,-42069
1636077,628.79,628.59,-0.40,0.00,-42069
1636108,628.79,628.59,-0.40,0.00,-42069
1636260,631.22,631.02,-0.40,0.00,-42069
1636291,628.79,631.02,-0.40,0.00,-42069
1636322,630.00,632.23,-0.40,0.00,-42069
1636353,632.43,632.23,-0.40,0.00,-42069
1636383,631.22,633.44,-0.40,0.00,-42069
1636474,633.65,634.65,-0.40,0.00,-42069
1636536,633.65,634.65,-0.40,0.00,-42069
1636567,631.22,635.86,-0.40,0.00,-42069
1636628,633.65,635.86,-0.40,0.00,-42069
1636659,634.86,635.86,-0.40,0.00,-42069
1636750,636.07,637.07,-0.40,0.00,-42069
1636811,633.65,638.28,-0.40,0.00,-42069
1636842,638.50,638.28,-0.40,0.00,-42069
1636873,637.29,639.49,-0.40,0.00,-42069
1636903,638.50,638.28,-0.40,0.00,-42069
1636933,639.72,639.49,-0.40,0.00,-42069
1637025,639.72,640.70,-0.40,0.00,-42069
1637117,640.93,641.91,-0.40,0.00,-42069
1637148,640.93,640.70,-0.40,0.00,-42069
1637209,639.72,643.12,-0.40,0.00,-42069
1637239,640.93,643.12,-0.40,0.00,-42069
1637270,643.36,643.12,-0.40,0.00,-42069
1637362,643.36,643.12,-0.40,0.00,-42069
1637423,644.57,644.33,-0.40,0.00,-42069
1637453,644.57,644.33,-0.40,0.00,-42069
1637484,645.79,644.33,-0.40,0.00,-42069
1637515,644.57,645.55,-0.40,0.00,-42069
1637545,644.57,641.91,-0.40,0.00,-42069
1637638,647.00,646.76,-0.40,0.00,-42069
1637698,647.00,645.55,-0.40,0.00,-42069
1637729,647.00,647.97,-0.40,0.00,-42069
1637760,648.22,647.97,-0.40,0.00,-42069
1637821,648.22,647.97,-0.40,0.00,-42069
1637913,649.43,649.18,-0.40,0.00,-42069
1637974,649.43,647.97,-0.40,0.00,-42069
1638035,649.43,650.39,-0.40,0.00,-42069
1638066,649.43,650.39,-0.40,0.00,-42069
1638096,649.43,651.60,-0.40,0.00,-42069
1638249,649.43,654.02,-0.40,0.00,-42069
1638280,651.86,652.81,-0.40,0.00,-42069
1638310,651.86,652.81,-0.40,0.00,-42069
1638372,653.07,652.81,-0.40,0.00,-42069
1638463,653.07,654.02,-0.40,0.00,-42069
1638524,653.07,654.02,-0.40,0.00,-42069
1638555,654.29,655.23,-0.40,0.00,-42069
1638586,653.07,652.81,-0.40,0.00,-42069
1638617,654.29,655.23,-0.40,0.00,-42069
1638647,653.07,656.44,-0.40,0.00,-42069
1638738,655.50,656.44,-0.40,0.00,-42069
1638800,655.50,656.44,-0.40,0.00,-42069
1638831,655.50,656.44,-0.40,0.00,-42069
1638861,655.50,656.44,-0.40,0.00,-42069
1638923,655.50,656.44,-0.40,0.00,-42069
1639014,655.50,658.86,-0.40,0.00,-42069
1639075,656.72,657.65,-0.40,0.00,-42069
1639106,656.72,658.86,-0.40,0.00,-42069
1639137,656.72,658.86,-0.40,0.00,-42069
1639168,656.72,658.86,-0.40,0.00,-42069
1639289,657.93,660.07,-0.40,0.00,-42069
1639382,657.93,660.07,-0.40,0.00,-42069
1639412,657.93,660.07,-0.40,0.00,-42069
1639442,656.72,661.29,-0.40,0.00,-42069
1639473,657.93,661.29,-0.40,0.00,-42069
1639565,656.72,661.29,-0.40,0.00,-42069
1639657,659.14,660.07,-0.40,0.00,-42069
1639717,659.14,662.50,-0.40,0.00,-42069
1639748,659.14,662.50,-0.40,0.00,-42069
1639779,659.14,661.29,-0.40,0.00,-42069
1639810,659.14,662.50,-0.40,0.00,-42069
1639902,656.72,663.71,-0.40,0.00,-42069
1639962,657.93,663.71,-0.40,0.00,-42069
1639993,660.36,663.71,-0.40,0.00,-42069
1640024,659.14,660.07,-0.40,0.00,-42069
1640054,659.14,663.71,-0.40,0.00,-42069
1640085,659.14,663.71,-0.40,0.00,-42069
1640176,660.36,662.50,-0.40,0.00,-42069
1640238,660.36,660.07,-0.40,0.00,-42069
1640268,659.14,664.92,-0.40,0.00,-42069
1640299,660.36,664.92,-0.40,0.00,-42069
1640360,660.36,663.71,-0.40,0.00,-42069
1640513,661.57,666.13,-0.40,0.00,-42069
1640544,659.14,666.13,-0.40,0.00,-42069
1640574,661.57,664.92,-0.40,0.00,-42069
1640605,661.57,666.13,-0.40,0.00,-42069
1640636,661.57,666.13,-0.40,0.00,-42069
1640727,661.57,666.13,-0.40,0.00,-42069
1640819,661.57,664.92,-0.40,0.00,-42069
1640850,661.57,664.92,-0.40,0.00,-42069
1640911,661.57,666.13,-0.40,0.00,-42069
1641003,661.57,666.13,-0.40,0.00,-42069
1641095,661.57,667.34,-0.40,0.00,-42069
1641125,662.79,667.34,-0.40,0.00,-42069
1641156,661.57,663.71,-0.40,0.00,-42069
1641187,662.79,667.34,-0.40,0.00,-42069
1641278,660.36,667.34,-0.40,0.00,-42069
1641339,662.79,666.13,-0.40,0.00,-42069
1641370,662.79,667.34,-0.40,0.00,-42069
1641432,662.79,667.34,-0.40,0.00,-42069
1641461,662.79,667.34,-0.40,0.00,-42069
1641553,662.79,667.34,-0.40,0.00,-42069
1641615,664.00,667.34,-0.40,0.00,-42069
1641646,662.79,667.34,-0.40,0.00,-42069
1641706,662.79,667.34,-0.40,0.00,-42069
1641737,662.79,668.55,-0.40,0.00,-42069
1641829,662.79,668.55,-0.40,0.00,-42069
1641951,664.00,668.55,-0.40,0.00,-42069
1641981,662.79,668.55,-0.40,0.00,-42069
1642012,660.36,669.76,-0.40,0.00,-42069
1642043,664.00,668.55,-0.40,0.00,-42069
1642074,664.00,668.55,-0.40,0.00,-42069
1642104,664.00,668.55,-0.40,0.00,-42069
1642135,664.00,668.55,-0.40,0.00,-42069
1642226,664.00,668.55,-0.40,0.00,-42069
1642288,664.00,668.55,-0.40,0.00,-42069
1642349,662.79,668.55,-0.40,0.00,-42069
1642380,664.00,668.55,-0.40,0.00,-42069
1642411,664.00,668.55,-0.40,0.00,-42069
1642502,662.79,668.55,-0.40,0.00,-42069
1642563,664.00,669.76,-0.40,0.00,-42069
1642594,662.79,669.76,-0.40,0.00,-42069
1642625,664.00,668.55,-0.40,0.00,-42069
1642777,664.00,667.34,-0.40,0.00,-42069
1642869,662.79,668.55,-0.40,0.00,-42069
1642900,664.00,668.55,-0.40,0.00,-42069
1642960,664.00,669.76,-0.40,0.00,-42069
1643053,664.00,668.55,-0.40,0.00,-42069
1643114,661.57,669.76,-0.40,0.00,-42069
1643145,662.79,669.76,-0.40,0.00,-42069
1643205,662.79,669.76,-0.40,0.00,-42069
1643236,665.21,669.76,-0.40,0.00,-42069
1643328,664.00,669.76,-0.40,0.00,-42069
1643389,664.00,668.55,-0.40,0.00,-42069
1643420,664.00,668.55,-0.40,0.00,-42069
1643481,664.00,669.76,-0.40,0.00,-42069
1643511,664.00,669.76,-0.40,0.00,-42069
1643665,664.00,669.76,-0.40,0.00,-42069
1643695,664.00,668.55,-0.40,0.00,-42069
1643725,664.00,668.55,-0.40,0.00,-42069
1643756,664.00,668.55,-0.40,0.00,-42069
1643787,664.00,668.55,-0.40,0.00,-42069
1643879,664.00,667.34,-0.40,0.00,-42069
1643970,664.00,668.55,-0.40,0.00,-42069
1644032,664.00,669.76,-0.40,0.00,-42069
1644062,665.21,669.76,-0.40,0.00,-42069
1644124,661.57,669.76,-0.40,0.00,-42069
1644276,664.00,669.76,-0.40,0.00,-42069
1644307,664.00,667.34,-0.40,0.00,-42069
1644338,664.00,669.76,-0.40,0.00,-42069
1644368,664.00,668.55,-0.40,0.00,-42069
1644399,665.21,668.55,-0.40,0.00,-42069
1644490,662.79,669.76,-0.40,0.00,-42069
1644552,661.57,669.76,-0.40,0.00,-42069
1644644,665.21,669.76,-0.40,0.00,-42069
1644675,662.79,669.76,-0.40,0.00,-42069
1644827,664.00,668.55,-0.40,0.00,-42069
1644858,665.21,669.76,-0.40,0.00,-42069
1644919,665.21,669.76,-0.40,0.00,-42069
1644949,665.21,669.76,-0.40,0.00,-42069
1645041,665.21,669.76,-0.40,0.00,-42069
1645103,664.00,669.76,-0.40,0.00,-42069
1645133,664.00,668.55,-0.40,0.00,-42069
1645164,664.00,669.76,-0.40,0.00,-42069
1645194,665.21,669.76,-0.40,0.00,-42069
1645224,665.21,668.55,-0.40,0.00,-42069
1645317,665.21,669.76,-0.40,0.00,-42069
1645378,665.21,669.76,-0.40,0.00,-42069
1645440,665.21,670.97,-0.40,0.00,-42069
1645500,665.21,669.76,-0.40,0.00,-42069
1645592,664.00,670.97,-0.40,0.00,-42069
1645654,661.57,670.97,-0.40,0.00,-42069
1645684,665.21,670.97,-0.40,0.00,-42069
1645745,664.00,669.76,-0.40,0.00,-42069
1645775,661.57,670.97,-0.40,0.00,-42069
1645868,665.21,669.76,-0.40,0.00,-42069
1645929,665.21,669.76,-0.40,0.00,-42069
1645959,665.21,669.76,-0.40,0.00,-42069
1645989,665.21,669.76,-0.40,0.00,-42069
1646051,665.21,669.76,-0.40,0.00,-42069
1646143,665.21,667.34,-0.40,0.00,-42069
1646203,664.00,669.76,-0.40,0.00,-42069
1646234,665.21,669.76,-0.40,0.00,-42069
1646296,665.21,670.97,-0.40,0.00,-42069
1646326,665.21,670.97,-0.40,0.00,-42069
1646418,665.21,669.76,-0.40,0.00,-42069
1646510,665.21,670.97,-0.40,0.00,-42069
1646571,665.21,669.76,-0.40,0.00,-42069
1646602,665.21,669.76,-0.40,0.00,-42069
1646632,665.21,669.76,-0.40,0.00,-42069
1646663,665.21,669.76,-0.40,0.00,-42069
1646754,665.21,670.97,-0.40,0.00,-42069
1646816,665.21,669.76,-0.40,0.00,-42069
1646846,665.21,669.76,-0.40,0.00,-42069
1646877,665.21,669.76,-0.40,0.00,-42069
1646939,666.43,669.76,-0.40,0.00,-42069
1647091,665.21,669.76,-0.40,0.00,-42069
1647122,665.21,669.76,-0.40,0.00,-42069
1647183,664.00,670.97,-0.40,0.00,-42069
1647213,664.00,670.97,-0.40,0.00,-42069
1647367,665.21,670.97,-0.40,0.00,-42069
1647397,665.21,670.97,-0.40,0.00,-42069
1647428,665.21,669.76,-0.40,0.00,-42069
1647458,665.21,668.55,-0.40,0.00,-42069
1647581,665.21,669.76,-0.40,0.00,-42069
1647642,666.43,670.97,-0.40,0.00,-42069
1647704,665.21,670.97,-0.40,0.00,-42069
1647733,665.21,670.97,-0.40,0.00,-42069
1647764,666.43,670.97,-0.40,0.00,-42069
1647856,665.21,670.97,-0.40,0.00,-42069
1647918,666.43,670.97,-0.40,0.00,-42069
1647948,665.21,670.97,-0.40,0.00,-42069
1647978,665.21,667.34,-0.40,0.00,-42069
1648009,666.43,670.97,-0.40,0.00,-42069
1648132,666.43,670.97,-0.40,0.00,-42069
1648223,665.21,668.55,-0.40,0.00,-42069
1648315,664.00,667.34,-0.40,0.00,-42069
1648407,659.14,663.71,-0.40,0.00,-42069
1648467,657.93,662.50,-0.40,0.00,-42069
1648498,657.93,660.07,-0.40,0.00,-42069
1648529,656.72,661.29,-0.40,0.00,-42069
1648560,655.50,660.07,-0.40,0.00,-42069
1648590,654.29,656.44,-0.40,0.00,-42069
1648683,650.64,655.23,-0.40,0.00,-42069
1648774,647.00,651.60,-0.40,0.00,-42069
1648835,644.57,649.18,-0.40,0.00,-42069
1648866,643.36,645.55,-0.40,0.00,-42069
1649049,632.43,640.70,-0.40,0.00,-42069
1649080,633.65,638.28,-0.40,0.00,-42069
1649111,632.43,638.28,-0.40,0.00,-42069
1649141,630.00,635.86,-0.40,0.00,-42069
1649172,626.36,635.86,-0.40,0.00,-42069
1649294,625.15,629.81,-0.40,0.00,-42069
1649355,623.93,628.59,-0.40,0.00,-42069
1649386,621.51,626.17,-0.40,0.00,-42069
1649417,621.51,623.75,-0.40,0.00,-42069
1649447,620.29,623.75,-0.40,0.00,-42069
1649477,619.08,623.75,-0.40,0.00,-42069
1649569,616.65,620.12,-0.40,0.00,-42069
1649661,614.22,616.49,-0.40,0.00,-42069
1649723,611.79,615.28,-0.40,0.00,-42069
1649753,610.58,611.64,-0.40,0.00,-42069
1649906,604.51,609.22,-0.40,0.00,-42069
1649937,604.51,608.01,-0.40,0.00,-42069
1649968,603.29,608.01,-0.40,0.00,-42069
1649997,599.65,606.80,-0.40,0.00,-42069
1650120,599.65,603.17,-0.40,0.00,-42069
1650212,597.22,600.75,-0.40,0.00,-42069
1650242,596.01,599.54,-0.40,0.00,-42069
1650273,594.79,598.33,-0.40,0.00,-42069
1650304,593.58,598.33,-0.40,0.00,-42069
1650396,592.37,595.90,-0.40,0.00,-42069
1650457,591.15,594.69,-0.40,0.00,-42069
1650487,591.15,594.69,-0.40,0.00,-42069
1650518,588.72,593.48,-0.40,0.00,-42069
1650548,588.72,592.27,-0.40,0.00,-42069
1650579,588.72,591.06,-0.40,0.00,-42069
1650671,586.30,587.43,-0.40,0.00,-42069
1650732,585.08,587.43,-0.40,0.00,-42069
1650762,583.87,583.80,-0.40,0.00,-42069
1650793,582.65,586.22,-0.40,0.00,-42069
1650824,581.44,586.22,-0.40,0.00,-42069
1650854,581.44,586.22,-0.40,0.00,-42069
1650947,581.44,583.80,-0.40,0.00,-42069
1651007,580.23,582.59,-0.40,0.00,-42069
1651038,579.01,582.59,-0.40,0.00,-42069
1651068,579.01,581.38,-0.40,0.00,-42069
1651099,577.80,581.38,-0.40,0.00,-42069
1651130,576.58,578.95,-0.40,0.00,-42069
1651222,575.37,578.95,-0.40,0.00,-42069
1651344,574.15,577.74,-0.40,0.00,-42069
1651375,574.15,576.53,-0.40,0.00,-42069
1651436,574.15,575.32,-0.40,0.00,-42069
1651467,572.94,575.32,-0.40,0.00,-42069
1651558,572.94,575.32,-0.40,0.00,-42069
1651681,570.51,572.90,-0.40,0.00,-42069
1651712,569.30,572.90,-0.40,0.00,-42069
1651741,569.30,571.69,-0.40,0.00,-42069
1651772,568.08,570.48,-0.40,0.00,-42069
1651803,568.08,570.48,-0.40,0.00,-42069
1651895,566.87,566.85,-0.40,0.00,-42069
1651956,565.66,566.85,-0.40,0.00,-42069
1652017,565.66,568.06,-0.40,0.00,-42069
1652078,565.66,566.85,-0.40,0.00,-42069
1652170,563.23,565.64,-0.40,0.00,-42069
1652232,563.23,564.43,-0.40,0.00,-42069
1652261,563.23,565.64,-0.40,0.00,-42069
1652292,563.23,565.64,-0.40,0.00,-42069
1652323,558.37,565.64,-0.40,0.00,-42069
1652354,562.01,563.21,-0.40,0.00,-42069
1652446,560.80,564.43,-0.40,0.00,-42069
1652506,560.80,563.21,-0.40,0.00,-42069
1652537,560.80,563.21,-0.40,0.00,-42069
1652568,555.94,563.21,-0.40,0.00,-42069
1652598,559.58,562.00,-0.40,0.00,-42069
1652629,558.37,562.00,-0.40,0.00,-42069
1652721,559.58,560.79,-0.40,0.00,-42069
1652782,558.37,560.79,-0.40,0.00,-42069
1652843,557.16,560.79,-0.40,0.00,-42069
1652874,557.16,559.58,-0.40,0.00,-42069
1652904,552.30,559.58,-0.40,0.00,-42069
1652997,553.51,559.58,-0.40,0.00,-42069
1653057,555.94,558.37,-0.40,0.00,-42069
1653088,554.73,558.37,-0.40,0.00,-42069
1653149,554.73,554.74,-0.40,0.00,-42069
1653180,554.73,555.95,-0.40,0.00,-42069
1653332,554.73,555.95,-0.40,0.00,-42069
1653363,553.51,557.16,-0.40,0.00,-42069
1653394,554.73,557.16,-0.40,0.00,-42069
1653425,553.51,552.32,-0.40,0.00,-42069
1653455,553.51,555.95,-0.40,0.00,-42069
1653547,553.51,555.95,-0.40,0.00,-42069
